machine_id,location_id,store_name,month,game_type,location_type,distance_from_hq_miles,days_active,avg_bet,payout_rate,total_in,total_out,total_net,number_of_services,machine_swapouts,monthly_revenue
M0055,L021,Cedar Grove Gaming,2025-07-01,A-Liner,Gaming Hall,4.4,27,1.97,0.932,2426.91,2237.77,189.14,0,0,270.83
M0133,L028,Southpoint Game Center,2026-06-01,Video Poker,Gaming Hall,13.8,28,2.47,0.875,3449.91,3009.98,439.93,1,0,865.66
M0149,L007,Magnolia Gaming Hall,2025-01-01,Video Poker,Gaming Hall,79.8,31,1.88,0.885,2490.88,2187.85,303.03,0,0,564.07
M0058,L029,Meadowbrook Gaming,2025-09-01,A-Liner,Gaming Hall,21.1,28,1.66,0.875,2607.03,2292.88,314.15,0,0,1185.36
M0023,L042,Market Square Gaming,2025-11-01,A-Liner,Restaurant,180.0,31,2.28,0.909,2684.88,2481.99,202.89,1,0,58.15
M0161,L007,Magnolia Gaming Hall,2025-02-01,Life of Luxury,Gaming Hall,54.7,28,2.88,0.872,3038.46,2593.42,445.04,1,0,917.73
M0027,L015,Prairie View Gaming,2025-09-01,Classic Reels,Truck Stop,8.7,31,2.15,0.893,2475.33,2170.44,304.89,0,0,1259.91
M0107,L032,Bay Area Game Center,2025-11-01,Life of Luxury,Gaming Hall,130.9,29,1.76,0.882,4044.72,3639.6,405.12,1,0,608.57
M0043,L028,Southpoint Game Center,2025-11-01,Pot of Gold,Gaming Hall,54.7,30,1.89,0.947,5686.55,5435.19,251.36,2,0,450.22
M0023,L031,Oak Ridge Gaming,2025-03-01,Video Poker,Gaming Hall,41.7,22,1.79,0.885,2262.65,1995.4,267.25,0,0,-356.52
M0140,L026,Stonebridge Gaming,2025-05-01,Video Poker,Restaurant,54.5,31,1.66,0.878,2161.12,1941.73,219.39,2,0,225.15
M0026,L031,Oak Ridge Gaming,2025-05-01,Life of Luxury,Gaming Hall,8.6,24,2.84,0.916,3558.24,3201.06,357.18,0,0,377.46
M0121,L028,Southpoint Game Center,2025-12-01,A-Liner,Bar,46.9,29,1.24,0.952,1302.85,1254.87,47.98,0,0,324.44
M0125,L004,Katy Oaks Gaming,2025-06-01,Fire Link,Gaming Hall,22.4,24,2.29,0.907,2560.29,2320.09,240.2,2,0,386.14
M0011,L034,Highland Park Gaming,2025-11-01,Life of Luxury,Truck Stop,44.7,25,1.58,0.909,1200.0,1099.53,100.47,0,0,-130.22
M0032,L021,Cedar Grove Gaming,2026-02-01,Life of Luxury,Gaming Hall,33.0,28,0.84,0.942,1200.0,1096.03,103.97,1,0,77.22
M0143,L003,Lone Star Game Center,2026-03-01,Pot of Gold,Bar,52.5,26,1.55,0.932,3128.27,2905.76,222.51,1,0,-580.99
M0092,L019,Lakeview Game Center,2025-04-01,Fire Link,Truck Stop,37.3,28,1.35,0.921,1882.42,1750.35,132.07,0,0,676.01
M0022,L020,Brazos Bend Gaming,2026-05-01,Fire Link,Gaming Hall,31.3,20,1.97,0.895,2348.81,2100.4,248.41,0,0,27.53
M0179,L004,Katy Oaks Gaming,2025-03-01,Fire Link,Gaming Hall,20.3,30,1.7,0.921,3014.99,2822.22,192.77,0,1,802.39
M0048,L045,Summit Point Gaming,2025-01-01,Life of Luxury,Restaurant,9.1,24,1.09,0.876,1961.26,1746.82,214.44,0,0,525.37
M0001,L011,Sunset Bay Gaming,2025-01-01,Video Poker,Gaming Hall,7.0,29,2.46,0.894,2721.57,2401.78,319.79,0,0,1082.69
M0167,L015,Prairie View Gaming,2025-04-01,A-Liner,Gaming Hall,14.3,23,2.25,0.946,3212.65,3070.93,141.72,0,0,324.77
M0003,L020,Brazos Bend Gaming,2026-04-01,Video Poker,Bar,75.5,27,2.52,0.943,3065.68,2854.42,211.26,0,0,522.75
M0100,L038,Liberty Point Gaming,2025-04-01,Pot of Gold,Gaming Hall,19.2,27,1.78,0.921,3191.16,2941.13,250.03,1,0,640.86
M0179,L034,Highland Park Gaming,2026-01-01,A-Liner,Truck Stop,27.1,21,1.63,,1810.37,1574.79,235.58,1,0,-900.0
M0105,L035,Woodland Star Gaming,2025-08-01,Classic Reels,Convenience Store,27.3,25,2.04,0.88,1790.54,1557.73,232.81,0,1,-602.42
M0106,L011,Sunset Bay Gaming,2025-01-01,Life of Luxury,Convenience Store,33.4,27,1.33,0.893,2044.55,1845.09,199.46,0,0,-221.2
M0070,L039,Crescent Bay Game Center,2025-08-01,Life of Luxury,Gaming Hall,66.6,30,1.72,0.906,3106.75,2795.88,310.87,1,0,1140.51
M0023,L038,Liberty Point Gaming,2025-01-01,Life of Luxury,Restaurant,37.0,30,1.55,0.879,4321.78,3768.73,553.05,0,0,636.26
M0104,L021,Cedar Grove Gaming,2025-09-01,Life of Luxury,Convenience Store,85.6,24,0.85,0.904,1200.0,1094.98,105.02,3,1,-900.0
M0162,L025,Parkside Game Center,2025-11-01,Fire Link,Gaming Hall,14.5,27,1.72,0.954,1544.35,1457.82,86.53,0,0,331.46
M0017,L002,Cypress Point Gaming,2025-10-01,Life of Luxury,Truck Stop,79.5,22,1.41,0.92,2150.2,1955.3,194.9,1,0,-875.55
M0159,L035,Woodland Star Gaming,2025-06-01,Life of Luxury,Convenience Store,120.7,30,1.52,0.915,2185.12,2026.69,158.43,0,0,593.92
M0075,L044,Town Center Game Hall,2026-02-01,A-Liner,Restaurant,46.4,30,1.85,0.885,2233.15,1979.25,253.9,1,1,-708.81
M0097,L022,Horizon Game Center,2025-11-01,Pot of Gold,Gaming Hall,17.9,31,2.35,0.869,4201.8,3578.05,623.75,2,0,459.04
M0030,L025,Parkside Game Center,2025-05-01,Life of Luxury,Gaming Hall,67.6,25,1.18,0.879,1200.0,1067.12,132.88,0,0,168.09
M0112,L023,Willow Creek Gaming,2025-08-01,A-Liner,Restaurant,47.1,24,1.46,0.868,1200.0,1035.74,164.26,1,0,-692.86
M0033,L004,Katy Oaks Gaming,2025-02-01,Pot of Gold,Restaurant,59.3,29,1.23,0.912,3363.44,3010.83,352.61,1,0,1077.0
M0050,L028,Southpoint Game Center,2026-05-01,Life of Luxury,Bar,87.3,28,1.19,0.92,1288.77,1146.89,141.88,0,0,315.21
M0130,L033,Spring Creek Gaming,2026-02-01,Life of Luxury,Gaming Hall,34.8,22,1.32,0.886,2681.9,2405.24,276.66,0,0,468.75
M0010,L042,Market Square Gaming,2025-06-01,Pot of Gold,Restaurant,30.4,26,1.54,0.914,1200.0,1084.42,115.58,0,0,315.9
M0081,L042,Market Square Gaming,2026-01-01,Fire Link,Gaming Hall,180.0,27,1.97,0.947,2345.86,2186.51,159.35,1,0,-8.36
M0108,L023,Willow Creek Gaming,2026-01-01,Pot of Gold,Bar,68.2,25,1.83,0.959,3223.26,3115.84,107.42,0,0,-401.7
M0024,L044,Town Center Game Hall,2025-11-01,Life of Luxury,Convenience Store,98.0,24,1.07,0.929,1200.0,1126.4,73.6,2,0,-83.43
M0054,L024,Metro Star Gaming,2025-01-01,Video Poker,Gaming Hall,83.9,22,2.36,0.906,3720.5,3335.63,384.87,1,0,43.91
M0062,L029,Meadowbrook Gaming,2026-04-01,Video Poker,Gaming Hall,98.8,24,2.17,0.928,2944.31,2764.56,179.75,3,1,110.5
M0120,L028,Southpoint Game Center,2026-06-01,Life of Luxury,Gaming Hall,60.8,22,1.15,0.944,1410.78,1366.56,44.22,1,0,-74.65
M0176,L045,Summit Point Gaming,2026-06-01,Life of Luxury,Truck Stop,90.8,23,2.32,0.86,2098.23,1838.39,259.84,2,0,-493.43
M0151,L034,Highland Park Gaming,2026-06-01,Fire Link,Bar,27.3,22,1.83,0.947,1360.06,1307.42,52.64,3,0,-519.63
M0035,L006,Westfield Game Center,2026-05-01,Classic Reels,Convenience Store,8.8,24,1.56,0.896,2344.35,2109.37,234.98,1,0,108.36
M0004,L004,Katy Oaks Gaming,2026-02-01,Classic Reels,Truck Stop,21.6,27,1.85,0.897,4368.26,3895.07,473.19,1,0,932.79
M0010,L019,Lakeview Game Center,2025-02-01,Pot of Gold,Convenience Store,41.9,24,1.64,0.901,1200.0,1080.4,119.6,1,1,52.7
M0108,L024,Metro Star Gaming,2025-09-01,Pot of Gold,Convenience Store,37.7,21,1.95,0.918,1200.0,1107.95,92.05,1,0,-573.65
M0029,L031,Oak Ridge Gaming,2025-05-01,Fire Link,Convenience Store,47.3,29,1.75,0.882,2007.37,1740.21,267.16,2,0,-213.07
M0042,L022,Horizon Game Center,2025-04-01,Video Poker,Bar,25.9,25,1.46,0.903,1960.73,1752.44,208.29,2,0,-900.0
M0153,L024,Metro Star Gaming,2026-03-01,Video Poker,Convenience Store,5.2,27,0.54,0.923,1200.0,1087.04,112.96,0,0,-222.9
M0158,L042,Market Square Gaming,2026-03-01,Pot of Gold,Truck Stop,34.0,26,1.94,0.915,3483.79,3197.5,286.29,0,1,-222.83
M0152,L016,Red Oak Game Center,2025-10-01,A-Liner,Restaurant,12.7,26,1.44,0.92,1454.41,1339.51,114.9,0,0,770.71
M0046,L023,Willow Creek Gaming,2026-02-01,Pot of Gold,Bar,45.8,25,2.08,0.902,2604.75,2329.08,275.67,1,0,762.42
M0112,L026,Stonebridge Gaming,2025-03-01,A-Liner,Bar,62.9,29,1.91,,7030.25,6586.26,443.99,0,1,782.46
M0110,L022,Horizon Game Center,2025-04-01,Video Poker,Truck Stop,33.5,30,1.46,0.936,1716.99,1585.58,131.41,1,0,949.93
M0034,L044,Town Center Game Hall,2026-04-01,Fire Link,Gaming Hall,16.9,30,2.21,0.935,9284.04,8603.72,680.32,2,0,589.17
M0100,L044,Town Center Game Hall,2025-09-01,Pot of Gold,Restaurant,49.1,25,1.76,0.921,3805.94,3540.92,265.02,1,1,-870.07
M0095,L024,Metro Star Gaming,2025-10-01,A-Liner,Gaming Hall,180.0,24,1.74,0.933,2858.34,2698.69,159.65,3,0,-900.0
M0072,L021,Cedar Grove Gaming,2025-09-01,Fire Link,Restaurant,68.2,20,1.57,0.932,1200.0,1106.94,93.06,1,0,-900.0
M0136,L027,Northgate Gaming Hall,2025-04-01,Classic Reels,Restaurant,71.8,25,2.58,0.97,2428.07,2361.99,66.08,2,0,-836.56
M0122,L009,Pine Ridge Game Center,2026-03-01,Life of Luxury,Bar,30.7,31,1.26,0.94,1557.49,1449.48,108.01,0,0,443.54
M0096,L020,Brazos Bend Gaming,2026-02-01,Video Poker,Gaming Hall,23.1,23,1.47,0.908,1939.35,1756.34,183.01,0,0,51.75
M0131,L010,Bluebonnet Gaming,2026-01-01,Life of Luxury,Restaurant,99.0,30,0.97,0.887,1200.0,1066.47,133.53,0,0,500.82
M0138,L007,Magnolia Gaming Hall,2025-07-01,Pot of Gold,Bar,3.0,29,2.05,0.903,4330.62,3939.67,390.95,0,0,497.6
M0103,L005,Gulf Coast Gaming,2025-12-01,Life of Luxury,Bar,25.2,27,1.33,0.902,2728.78,2471.76,257.02,0,0,646.72
M0049,L027,Northgate Gaming Hall,2026-06-01,Pot of Gold,Bar,139.1,26,1.39,0.923,3145.26,2913.38,231.88,0,0,-153.74
M0137,L001,Bayou Star Gaming,2025-12-01,Life of Luxury,Bar,43.6,29,1.37,0.892,1677.1,1474.27,202.83,1,0,405.27
M0130,L030,Crossroads Game Center,2025-09-01,A-Liner,Convenience Store,10.2,21,1.68,0.94,1200.0,1133.59,66.41,0,0,-837.15
M0178,L020,Brazos Bend Gaming,2025-05-01,Pot of Gold,Gaming Hall,64.2,21,0.96,0.875,1512.33,1333.29,179.04,0,0,211.93
M0027,L017,Grand Parkway Gaming,2025-10-01,Pot of Gold,Bar,33.6,22,0.42,0.869,1200.0,1052.72,147.28,1,1,-603.87
M0076,L035,Woodland Star Gaming,2025-07-01,Pot of Gold,Truck Stop,7.8,29,1.9,0.907,3163.03,2841.56,321.47,0,1,728.93
M0167,L025,Parkside Game Center,2025-12-01,Pot of Gold,Gaming Hall,55.7,25,0.49,0.889,1200.0,1079.98,120.02,0,0,-424.7
M0093,L034,Highland Park Gaming,2025-01-01,Video Poker,Bar,49.7,22,2.12,0.879,1956.3,1688.66,267.64,1,0,-206.96
M0170,L032,Bay Area Game Center,2025-04-01,Video Poker,Convenience Store,47.6,20,2.51,0.894,1526.54,1356.83,169.71,1,0,-331.08
M0003,L002,Cypress Point Gaming,2026-03-01,Pot of Gold,Truck Stop,67.5,25,1.56,0.891,2883.96,2560.07,323.89,0,0,-644.06
M0007,L010,Bluebonnet Gaming,2025-07-01,Classic Reels,Convenience Store,15.8,24,2.36,0.91,1853.76,1658.84,194.92,0,0,491.32
M0144,L026,Stonebridge Gaming,2025-08-01,Classic Reels,Restaurant,59.9,22,1.64,0.894,1594.14,1419.6,174.54,2,0,-900.0
M0065,L044,Town Center Game Hall,2025-10-01,Video Poker,Gaming Hall,52.5,20,2.53,0.897,3579.19,3220.05,359.14,2,0,-360.04
M0094,L007,Magnolia Gaming Hall,2025-08-01,Life of Luxury,Bar,97.5,29,1.4,0.91,2345.49,2083.01,262.48,1,0,1108.16
M0078,L005,Gulf Coast Gaming,2026-02-01,Life of Luxury,Truck Stop,24.9,29,0.35,0.935,1200.0,1116.32,83.68,0,0,844.94
M0074,L043,Victory Lane Gaming,2025-05-01,Fire Link,Truck Stop,109.4,22,1.61,0.947,1467.02,1358.49,108.53,2,0,-900.0
M0170,L044,Town Center Game Hall,2026-02-01,Classic Reels,Convenience Store,82.9,25,2.59,0.914,1497.22,1405.14,92.08,1,0,-301.71
M0017,L008,Silver Creek Gaming,2025-04-01,Classic Reels,Bar,42.3,23,1.94,0.916,1844.29,1694.07,150.22,0,0,388.39
M0139,L019,Lakeview Game Center,2025-07-01,Fire Link,Bar,47.6,24,1.37,0.905,1841.3,1669.16,172.14,1,0,-423.7
M0161,L029,Meadowbrook Gaming,2025-11-01,Life of Luxury,Gaming Hall,3.4,21,1.83,0.922,1871.75,1730.97,140.78,0,0,-342.2
M0119,L009,Pine Ridge Game Center,2026-04-01,Classic Reels,Truck Stop,46.6,31,2.18,0.92,3341.24,3098.18,243.06,1,0,413.32
M0072,L015,Prairie View Gaming,2025-05-01,Classic Reels,Restaurant,78.9,28,1.6,0.943,2459.16,2347.85,111.31,0,0,473.01
M0029,L018,Copper Creek Gaming,2025-11-01,Fire Link,Bar,37.3,30,3.09,0.863,8719.72,7361.51,1358.21,1,0,1005.88
M0123,L029,Meadowbrook Gaming,2025-02-01,A-Liner,Gaming Hall,97.4,23,1.37,0.904,3187.12,2931.26,255.86,0,0,206.94
M0085,L014,Clearwater Gaming Hall,2025-02-01,Fire Link,Bar,65.0,30,2.2,0.918,2116.74,1974.81,141.93,1,0,159.03
M0027,L019,Lakeview Game Center,2026-02-01,Fire Link,Gaming Hall,167.4,26,2.07,0.909,2258.01,2050.73,207.28,2,0,-170.12
M0065,L014,Clearwater Gaming Hall,2026-01-01,Fire Link,Restaurant,26.5,22,1.27,0.887,1228.68,1088.09,140.59,0,0,-265.06
M0174,L035,Woodland Star Gaming,2025-07-01,Classic Reels,Convenience Store,73.7,23,1.42,0.878,1200.0,1008.92,191.08,0,0,71.56
M0048,L007,Magnolia Gaming Hall,2025-12-01,Video Poker,Gaming Hall,13.1,29,2.21,0.93,3289.47,3010.1,279.37,1,0,502.92
M0033,L011,Sunset Bay Gaming,2025-07-01,Fire Link,Convenience Store,40.1,29,1.73,0.891,1817.1,1630.35,186.75,2,1,500.97
M0123,L012,Riverstone Game Center,2025-05-01,Life of Luxury,Truck Stop,67.8,28,1.84,0.866,2381.01,2096.26,284.75,0,0,873.61
M0036,L041,Palms Gaming Center,2025-08-01,Fire Link,Gaming Hall,77.0,22,0.75,0.931,1405.11,1320.45,84.66,2,0,-849.48
M0166,L043,Victory Lane Gaming,2025-06-01,Pot of Gold,Bar,35.0,27,2.01,0.921,1612.23,1483.4,128.83,1,0,730.29
M0155,L023,Willow Creek Gaming,2026-03-01,Life of Luxury,Bar,104.6,31,1.81,0.907,7646.54,7112.13,534.41,1,0,956.4
M0178,L008,Silver Creek Gaming,2025-08-01,Pot of Gold,Gaming Hall,120.1,20,1.61,0.887,2095.35,1883.85,211.5,0,0,-333.41
M0165,L035,Woodland Star Gaming,2025-06-01,Fire Link,Convenience Store,26.8,23,1.85,0.907,3070.99,2770.87,300.12,1,0,271.09
M0044,L023,Willow Creek Gaming,2025-10-01,Pot of Gold,Convenience Store,41.1,20,1.42,0.94,1200.0,1159.42,40.58,0,0,-900.0
M0039,L039,Crescent Bay Game Center,2026-02-01,Life of Luxury,Gaming Hall,37.8,21,1.32,0.87,2163.57,1853.85,309.72,0,0,-692.75
M0062,L017,Grand Parkway Gaming,2025-05-01,Classic Reels,Gaming Hall,30.6,31,1.52,0.871,2537.85,2165.64,372.21,1,0,716.02
M0085,L045,Summit Point Gaming,2026-05-01,Life of Luxury,Truck Stop,115.2,22,1.39,0.894,2328.51,2069.92,258.59,2,0,-751.69
M0159,L037,Fairway Gaming Hall,2025-09-01,A-Liner,Bar,114.3,22,2.85,0.909,2588.67,2329.53,259.14,1,0,532.59
M0133,L011,Sunset Bay Gaming,2025-12-01,Video Poker,Convenience Store,38.8,20,2.15,0.898,3164.06,2827.47,336.59,6,0,-900.0
M0116,L033,Spring Creek Gaming,2026-06-01,A-Liner,Convenience Store,73.4,31,1.12,0.926,1200.0,1122.69,77.31,1,0,371.26
M0159,L013,Heritage Oaks Gaming,2025-08-01,Life of Luxury,Restaurant,96.6,25,2.77,0.937,4572.62,4282.68,289.94,0,0,194.63
M0117,L016,Red Oak Game Center,2025-04-01,Life of Luxury,Restaurant,56.3,29,1.41,0.917,1889.04,1732.06,156.98,0,0,933.85
M0069,L012,Riverstone Game Center,2026-02-01,A-Liner,Restaurant,36.5,23,1.67,0.924,1200.0,1109.65,90.35,1,0,-745.0
M0075,L031,Oak Ridge Gaming,2025-01-01,Fire Link,Convenience Store,25.1,27,2.14,0.917,6144.07,5463.63,680.44,0,0,164.04
M0094,L012,Riverstone Game Center,2025-09-01,Pot of Gold,Bar,78.4,30,0.57,0.91,1992.53,1776.97,215.56,0,0,1179.08
M0016,L029,Meadowbrook Gaming,2026-06-01,Fire Link,Bar,14.2,28,1.52,0.878,1200.0,1048.05,151.95,1,0,355.5
M0134,L027,Northgate Gaming Hall,2025-08-01,Fire Link,Bar,37.3,26,1.33,0.884,2106.19,1840.57,265.62,0,0,694.1
M0118,L034,Highland Park Gaming,2026-01-01,Life of Luxury,Bar,32.3,22,1.76,0.876,2609.31,2278.5,330.81,2,0,127.5
M0132,L045,Summit Point Gaming,2025-10-01,A-Liner,Gaming Hall,13.3,22,1.85,0.906,2712.04,2502.8,209.24,0,0,351.16
M0097,L001,Bayou Star Gaming,2025-04-01,Pot of Gold,Bar,43.7,27,1.61,0.916,4389.14,4016.53,372.61,0,0,416.65
M0141,L045,Summit Point Gaming,2025-06-01,Life of Luxury,Bar,40.4,25,1.58,0.874,3448.29,2959.09,489.2,1,0,-59.93
M0171,L005,Gulf Coast Gaming,2025-10-01,Classic Reels,Gaming Hall,20.7,20,2.24,0.912,2590.42,2337.81,252.61,1,0,-900.0
M0103,L024,Metro Star Gaming,2025-02-01,Life of Luxury,Gaming Hall,112.2,22,1.82,0.888,6499.14,5904.64,594.5,2,0,-522.44
M0080,L016,Red Oak Game Center,2025-08-01,A-Liner,Restaurant,78.8,25,1.67,0.883,2478.32,2233.93,244.39,0,0,114.43
M0019,L029,Meadowbrook Gaming,2025-08-01,Fire Link,Convenience Store,48.2,22,1.73,0.894,1503.07,1354.49,148.58,1,0,-642.06
M0141,L033,Spring Creek Gaming,2026-04-01,Life of Luxury,Restaurant,87.3,26,2.66,0.882,2394.19,2066.79,327.4,0,0,-229.52
M0163,L039,Crescent Bay Game Center,2025-03-01,Video Poker,Convenience Store,101.8,23,1.74,0.925,2579.25,2395.3,183.95,1,0,-296.95
M0126,L019,Lakeview Game Center,2026-04-01,Life of Luxury,Truck Stop,115.7,23,1.37,0.906,1200.0,1092.73,107.27,1,0,174.81
M0156,L042,Market Square Gaming,2025-08-01,Life of Luxury,Restaurant,26.4,21,0.6,0.93,1200.0,1116.37,83.63,1,1,-825.05
M0156,L015,Prairie View Gaming,2025-12-01,Video Poker,Gaming Hall,87.3,26,0.86,0.899,1200.0,1070.59,129.41,1,0,-479.71
M0144,L010,Bluebonnet Gaming,2025-11-01,Classic Reels,Truck Stop,40.6,22,1.39,0.9,1588.32,1422.58,165.74,1,0,206.82
M0091,L018,Copper Creek Gaming,2025-06-01,A-Liner,Gaming Hall,54.9,27,1.59,0.957,2176.95,2066.63,110.32,0,0,-78.71
M0018,L024,Metro Star Gaming,2026-05-01,Pot of Gold,Convenience Store,27.5,31,1.34,0.869,1200.0,1026.31,173.69,1,0,1173.56
M0001,L031,Oak Ridge Gaming,2025-05-01,Pot of Gold,Restaurant,46.5,30,1.84,0.942,4224.41,4048.64,175.77,1,1,0.89
M0037,L038,Liberty Point Gaming,2025-01-01,A-Liner,Bar,88.2,28,1.34,0.951,1417.91,1363.44,54.47,1,1,-214.39
M0078,L011,Sunset Bay Gaming,2026-02-01,Life of Luxury,Convenience Store,135.5,29,1.15,0.929,3218.11,2978.62,239.49,1,0,867.81
M0134,L014,Clearwater Gaming Hall,2025-12-01,Life of Luxury,Bar,43.0,31,1.99,0.902,3497.8,3169.8,328.0,1,0,130.81
M0083,L043,Victory Lane Gaming,2026-05-01,Classic Reels,Gaming Hall,21.3,28,2.4,0.946,5978.41,5683.53,294.88,0,0,123.75
M0005,L020,Brazos Bend Gaming,2025-09-01,Life of Luxury,Gaming Hall,149.0,23,1.04,0.902,1912.9,1779.22,133.68,1,0,-511.25
M0038,L011,Sunset Bay Gaming,2025-01-01,Pot of Gold,Gaming Hall,25.5,26,1.78,0.892,5253.58,4741.2,512.38,1,0,412.48
M0177,L045,Summit Point Gaming,2025-01-01,Pot of Gold,Gaming Hall,9.1,30,0.6,0.9,1483.41,1349.93,133.48,0,0,1768.74
M0178,L021,Cedar Grove Gaming,2025-08-01,Fire Link,Convenience Store,29.4,28,0.84,0.896,1200.0,1075.75,124.25,1,0,-149.71
M0068,L045,Summit Point Gaming,2025-05-01,A-Liner,Convenience Store,3.9,24,1.33,0.886,1868.98,1646.17,222.81,1,1,-900.0
M0145,L042,Market Square Gaming,2026-05-01,Video Poker,Bar,98.4,22,2.27,0.938,6749.08,6442.62,306.46,0,0,-529.72
M0130,L041,Palms Gaming Center,2025-03-01,Pot of Gold,Restaurant,24.0,21,1.22,0.891,1200.0,1078.59,121.41,0,0,-207.15
M0168,L027,Northgate Gaming Hall,2026-04-01,Life of Luxury,Gaming Hall,16.5,24,1.2,0.909,2471.51,2222.0,249.51,0,0,384.95
M0160,L036,Greenfield Game Center,2025-04-01,Fire Link,Gaming Hall,51.1,29,1.67,0.874,3342.75,2939.77,402.98,0,0,499.16
M0114,L044,Town Center Game Hall,2025-03-01,Fire Link,Restaurant,135.6,26,1.67,0.911,2688.41,2476.16,212.25,1,0,-22.4
M0072,L013,Heritage Oaks Gaming,2025-05-01,Fire Link,Truck Stop,65.9,20,1.22,0.881,1485.07,1271.0,214.07,3,0,76.13
M0113,L002,Cypress Point Gaming,2025-03-01,Video Poker,Bar,14.0,31,2.74,0.88,1558.51,1354.24,204.27,0,0,758.11
M0058,L015,Prairie View Gaming,2025-08-01,Fire Link,Gaming Hall,180.0,24,1.5,0.907,2285.01,2082.45,202.56,1,0,-100.59
M0063,L029,Meadowbrook Gaming,2025-06-01,Fire Link,Restaurant,60.4,24,1.71,0.936,3141.76,2868.13,273.63,1,0,734.32
M0110,L025,Parkside Game Center,2025-10-01,Video Poker,Truck Stop,91.7,29,1.43,0.921,1466.25,1319.34,146.91,0,0,78.08
M0103,L004,Katy Oaks Gaming,2025-10-01,Pot of Gold,Bar,11.1,24,1.89,0.923,3546.72,3262.11,284.61,1,0,-260.37
M0105,L026,Stonebridge Gaming,2025-01-01,Video Poker,Gaming Hall,163.7,27,2.33,0.907,3871.39,3534.19,337.2,0,0,110.16
M0070,L008,Silver Creek Gaming,2025-03-01,Fire Link,Gaming Hall,34.5,31,2.57,0.902,5075.79,4611.12,464.67,0,0,889.39
M0074,L023,Willow Creek Gaming,2025-03-01,Fire Link,Convenience Store,10.1,26,1.23,0.93,2168.57,2057.95,110.62,0,0,-565.74
M0002,L026,Stonebridge Gaming,2025-04-01,Video Poker,Truck Stop,55.7,27,2.26,0.896,4018.14,3604.22,413.92,0,0,528.47
M0109,L029,Meadowbrook Gaming,2025-02-01,Fire Link,Convenience Store,91.7,24,1.95,0.931,2575.84,2386.59,189.25,1,0,-68.0
M0104,L019,Lakeview Game Center,2025-06-01,Fire Link,Bar,73.2,30,2.19,0.941,5740.38,5311.64,428.74,1,0,629.27
M0169,L019,Lakeview Game Center,2025-10-01,Life of Luxury,Convenience Store,72.3,20,1.6,0.889,1413.73,1250.28,163.45,0,0,-373.27
M0091,L031,Oak Ridge Gaming,2025-06-01,A-Liner,Restaurant,68.6,23,1.55,0.893,1200.0,1081.79,118.21,1,0,-251.0
M0085,L034,Highland Park Gaming,2025-06-01,A-Liner,Bar,52.1,31,2.16,0.896,2559.22,2316.18,243.04,0,1,-160.39
M0013,L037,Fairway Gaming Hall,2025-09-01,Life of Luxury,Restaurant,11.0,25,2.18,0.873,1200.0,1051.41,148.59,0,1,-63.61
M0036,L016,Red Oak Game Center,2025-10-01,Classic Reels,Bar,40.1,22,2.51,0.898,3084.02,2789.7,294.32,1,0,-37.86
M0061,L020,Brazos Bend Gaming,2025-06-01,A-Liner,Bar,35.8,24,1.76,0.943,2792.49,2676.09,116.4,1,0,-856.49
M0068,L015,Prairie View Gaming,2025-04-01,Fire Link,Convenience Store,116.0,23,1.59,0.884,2518.38,2228.52,289.86,1,0,406.92
M0066,L024,Metro Star Gaming,2025-08-01,Pot of Gold,Bar,98.5,26,0.3,0.943,1200.0,1151.29,48.71,1,1,-900.0
M0071,L006,Westfield Game Center,2025-01-01,Fire Link,Truck Stop,32.1,22,0.76,0.899,1515.22,1348.97,166.25,1,0,-729.73
M0139,L020,Brazos Bend Gaming,2025-09-01,Pot of Gold,Bar,81.9,24,1.43,0.963,1200.0,1154.54,45.46,2,1,-650.42
M0024,L009,Pine Ridge Game Center,2026-05-01,Pot of Gold,Bar,44.7,30,1.04,0.893,1567.61,1390.83,176.78,0,1,501.69
M0060,L024,Metro Star Gaming,2025-08-01,Fire Link,Bar,9.1,20,2.1,0.906,1290.26,1181.25,109.01,0,0,-25.89
M0030,L039,Crescent Bay Game Center,2025-02-01,Pot of Gold,Convenience Store,3.5,29,0.93,0.887,1200.0,1049.79,150.21,2,1,157.25
M0056,L045,Summit Point Gaming,2026-01-01,Life of Luxury,Bar,75.2,20,1.37,0.893,2731.43,2428.62,302.81,0,0,-567.74
M0124,L021,Cedar Grove Gaming,2025-03-01,A-Liner,Restaurant,18.6,25,1.4,0.943,2222.15,2045.9,176.25,0,0,151.41
M0009,L003,Lone Star Game Center,2025-04-01,Life of Luxury,Bar,18.5,28,2.31,0.922,4278.19,3975.01,303.18,0,0,429.91
M0062,L011,Sunset Bay Gaming,2025-03-01,Video Poker,Bar,26.1,31,1.32,0.936,1756.17,1670.05,86.12,0,0,673.85
M0005,L005,Gulf Coast Gaming,2026-04-01,Video Poker,Convenience Store,76.4,23,,0.877,1200.0,1065.51,134.49,1,0,-315.43
M0172,L035,Woodland Star Gaming,2026-06-01,A-Liner,Gaming Hall,99.4,20,1.76,0.926,2102.25,1967.18,135.07,2,0,-900.0
M0131,L045,Summit Point Gaming,2025-11-01,Video Poker,Convenience Store,98.0,29,2.15,0.886,3795.58,3401.12,394.46,0,0,428.03
M0044,L025,Parkside Game Center,2025-12-01,Video Poker,Bar,7.9,30,2.12,0.877,3520.04,3116.63,403.41,0,0,57.46
